1.45814E-05,6.4793E-06,0
2.19371E-05,0,0
1.40634E-05,0,2.51634E-07
1.9667E-06,0,0
0,0,0
0,0,9.48475E-06
0,7.99483E-06,2.56698E-05
0,2.17678E-05,4.12342E-05
0,3.39616E-05,5.36892E-05
0,3.75505E-05,5.33468E-05
0,3.41193E-05,4.28685E-05
0,2.81393E-05,2.90556E-05
0,2.07539E-05,1.39365E-05
0,1.41027E-05,2.33143E-06
0,8.68672E-06,0
0,4.26982E-06,0
0,1.34562E-06,0
0,2.07781E-06,0
0,6.02088E-06,0
0,1.11676E-05,0
0,1.68716E-05,0
0,2.23706E-05,0
0,2.70732E-05,0
0,3.05214E-05,0
0,3.2152E-05,0
0,2.89897E-05,0
0,2.13658E-05,2.71053E-06
0,1.29592E-05,6.65295E-06
0,5.02414E-06,1.00321E-05
0,1.66056E-06,1.06098E-05
0,3.38095E-06,8.18881E-06
0,6.00164E-06,5.24393E-06
0,8.5129E-06,2.44403E-06
0,7.54914E-06,1.75659E-06
0,2.447E-06,3.65956E-06
0,0,6.13967E-06
0,0,8.77746E-06
0,0,1.07028E-05
0,0,1.15016E-05
0,0,1.17683E-05
2.57005E-06,4.45284E-06,1.14839E-05
7.93073E-06,6.92067E-06,9.93144E-06
7.76698E-06,6.03914E-06,6.98553E-06
6.16441E-06,4.46236E-06,4.35564E-06
3.81314E-06,2.66425E-06,2.68629E-06
2.25533E-06,1.73066E-06,4.3033E-06
2.46731E-06,2.34109E-06,1.04159E-05
2.81396E-06,3.29958E-06,1.70806E-05
3.11573E-06,4.45549E-06,2.32257E-05
2.76093E-06,5.59931E-06,2.57101E-05
1.32753E-06,6.5474E-06,2.2301E-05
0,7.32789E-06,1.82114E-05
0,7.85524E-06,1.46569E-05
0,7.90003E-06,1.39795E-05
2.06571E-06,7.25205E-06,1.83707E-05
4.85298E-06,6.32368E-06,2.51473E-05
7.03322E-06,5.20529E-06,3.41476E-05
6.81237E-06,3.96239E-06,4.49867E-05
2.1448E-06,2.65512E-06,5.72311E-05
0,1.47191E-06,7.1601E-05
0,5.36899E-07,8.82385E-05
0,0,0.000106571
0,0,0.000125598
0,0,0.000148659
1.68154E-06,1.31751E-06,0.000176974
5.25707E-06,4.60729E-06,0.000211807
5.62508E-06,1.10671E-05,0.000254471
5.63498E-06,1.83566E-05,0.000305956
5.72579E-06,2.5887E-05,0.000367409
6.59543E-06,3.25321E-05,0.000439216
9.41699E-06,3.61793E-05,0.000520374
1.30228E-05,3.95751E-05,0.000616729
1.73351E-05,4.32031E-05,0.000730938
2.21972E-05,4.76216E-05,0.000866499
2.72508E-05,5.35794E-05,0.001029051
3.29868E-05,6.10232E-05,0.001215207
3.95076E-05,7.02672E-05,0.001425712
4.70941E-05,8.20759E-05,0.001663953
5.66984E-05,9.89062E-05,0.001943233
6.68384E-05,0.000117077,0.002240885
7.71261E-05,0.000135667,0.002550412
8.71614E-05,0.000153578,0.002866856
